HomeTeam,AwayTeam,HTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,FTR,FTR,主场胜利=0 客场胜利=1 平局=2
Barnsley,Scunthorpe,0,1,0,8,8,5,4,11,17,5,6,1,1,0,0,2.35,3.25,3,2.26,3.2,2.76,0,0,
Burnley,Blackpool,2,0,0,12,8,6,5,11,6,5,10,0,0,0,0,2,3.25,3.6,1.93,3.24,3.45,2,2,
Colchester,Charlton,0,2,1,10,10,5,6,19,11,7,4,3,1,1,0,2.85,3.25,2.35,2.7,3.2,2.3,2,2,
Coventry,Bristol City,1,0,1,19,10,10,7,16,9,8,7,5,1,0,0,1.85,3.3,4,1.83,3.26,3.8,1,1,
Hull,Stoke,1,0,1,20,11,8,7,16,9,13,3,1,0,0,0,2.55,3.2,2.8,2.36,3.18,2.64,2,2,
Leicester,QPR,2,0,0,11,8,6,6,12,15,5,4,1,1,0,0,1.75,3.4,4.4,1.72,3.34,4.27,2,2,
Norwich,Crystal Palace,2,0,0,19,10,8,6,17,17,7,4,0,3,0,0,2.25,3.2,3.2,2.16,3.18,2.99,0,0,
Plymouth,Cardiff,0,1,0,10,12,6,10,15,15,6,10,2,0,0,0,2.35,3.3,3.1,2.26,3.2,2.88,2,2,
Preston,Sheffield Weds,0,1,0,17,13,7,7,10,12,6,3,2,2,0,0,2,3.3,3.6,1.93,3.24,3.48,0,0,
Sheffield United,Wolves,1,0,1,12,14,4,5,12,15,3,2,2,0,0,0,2.25,3.25,3,2.2,3.2,2.86,0,0,
West Brom,Ipswich,0,1,0,15,18,6,10,10,14,9,9,1,2,0,0,1.75,3.4,4.5,1.71,3.36,4.25,0,0,
Watford,Southampton,2,1,1,13,7,10,3,8,9,7,4,3,0,0,0,2,3.3,3.8,1.9,3.26,3.68,0,0,
Blackpool,Sheffield United,2,1,1,9,17,5,8,8,5,6,9,0,0,0,0,2.7,3.25,2.5,2.58,3.19,2.41,2,2,
Bristol City,West Brom,2,0,0,12,22,7,17,9,3,5,6,3,1,0,0,2.5,3.25,2.7,2.41,3.19,2.58,2,2,
Charlton,Norwich,2,0,0,20,7,11,5,8,19,10,3,2,2,0,1,1.75,3.4,4.75,1.71,3.35,4.4,0,0,
Crystal Palace,Coventry,0,1,0,10,6,6,1,10,15,8,7,1,5,0,0,2.25,3.25,3,2.21,3.2,2.84,2,2,
QPR,Plymouth,2,0,0,8,13,4,4,13,9,4,2,0,2,0,0,2.37,3.25,2.9,2.29,3.19,2.74,1,1,
Scunthorpe,Preston,2,1,1,17,16,13,9,20,14,8,4,1,0,0,1,2.25,3.25,3.2,2.19,3.19,2.94,0,0,
Sheffield Weds,Burnley,1,0,1,12,11,4,4,13,14,3,3,2,4,0,0,2.4,3.25,2.8,2.31,3.19,2.7,1,1,
Stoke,Barnsley,2,0,0,6,7,0,0,8,6,13,1,2,1,0,0,1.65,3.5,5,1.64,3.4,4.66,2,2,
Wolves,Hull,2,0,0,9,12,5,6,10,14,5,5,1,1,0,0,1.7,3.5,5,1.65,3.4,4.59,1,1,
Cardiff,Watford,1,0,1,14,8,9,6,8,15,6,7,1,0,0,0,2.5,3.25,2.6,2.44,3.19,2.54,1,1,
Southampton,Colchester,2,0,0,15,7,4,4,11,14,7,2,2,2,0,0,1.72,3.4,4.75,1.69,3.35,4.44,2,2,
Blackpool,Colchester,2,0,0,18,8,13,4,10,9,10,7,0,1,0,0,2,3.25,3.4,2,3.23,3.26,2,2,
Bristol City,Burnley,2,0,0,12,8,5,6,15,17,5,2,1,1,0,0,2,3.3,3.75,1.91,3.25,3.5,2,2,
Cardiff,Preston,0,1,0,15,5,9,3,8,18,9,8,0,3,0,0,1.9,3.4,4,1.86,3.3,3.75,2,2,
Charlton,Leicester,0,2,0,11,10,7,6,10,16,6,5,2,0,0,0,1.8,3.4,4.5,1.72,3.35,4.23,0,0,
Crystal Palace,Sheffield United,2,0,0,12,11,5,6,7,14,4,3,0,0,0,0,2.55,3.25,2.5,2.5,3.2,2.48,0,0,
Ipswich,Coventry,0,3,0,19,17,16,4,9,14,6,7,1,2,0,0,2.3,3.25,3.1,2.24,3.19,2.9,0,0,
QPR,Watford,2,0,0,15,14,4,9,12,12,7,11,3,2,1,0,3.25,3.25,2.2,3.09,3.23,2.08,2,2,
Scunthorpe,West Brom,0,1,0,11,19,4,9,14,9,5,6,3,0,0,0,2.85,3.25,2.3,2.79,3.2,2.25,1,1,
Sheffield Weds,Hull,0,1,0,9,11,5,7,8,15,2,6,4,2,0,0,2.3,3.25,2.9,2.25,3.19,2.78,0,0,
Southampton,Barnsley,1,1,2,17,10,6,5,10,14,14,2,1,5,0,1,1.72,3.4,5,1.67,3.38,4.53,1,1,
Stoke,Plymouth,0,1,0,7,15,3,6,12,13,3,6,0,3,0,0,1.9,3.35,4.15,1.84,3.28,3.76,0,0,
Wolves,Norwich,0,2,0,18,1,7,0,16,16,16,1,2,1,0,2,1.8,3.4,4.35,1.78,3.3,4.05,0,0,
Barnsley,Cardiff,2,0,0,8,17,6,10,17,8,11,5,3,1,0,0,2.62,3.3,2.7,2.42,3.2,2.64,2,2,
Burnley,Crystal Palace,2,1,1,16,17,7,8,19,14,3,5,1,1,0,0,2.2,3.3,3.25,2.09,3.21,3.18,2,2,
Colchester,Scunthorpe,1,0,1,8,9,3,7,7,9,9,5,2,3,0,0,2.1,3.4,3.4,2.05,3.26,3.21,1,1,
Coventry,Charlton,1,0,1,12,13,9,8,11,15,7,4,2,2,0,0,2.65,3.3,2.62,2.58,3.2,2.47,2,2,
Hull,Ipswich,0,3,1,13,9,6,4,9,11,6,6,0,0,0,0,2.4,3.3,2.9,2.34,3.2,2.71,0,0,
Leicester,Stoke,1,0,1,18,9,10,4,23,15,4,5,2,3,0,0,2.2,3.3,3.25,2.19,3.2,2.99,2,2,
Norwich,Sheffield Weds,2,0,0,10,17,3,7,6,9,4,6,2,2,0,0,2.1,3.4,3.75,1.96,3.24,3.56,1,1,
Plymouth,Wolves,1,0,1,7,22,4,14,10,14,1,19,2,2,0,0,2.55,3.25,2.8,2.44,3.19,2.61,2,2,
Preston,Bristol City,2,0,0,16,7,6,3,12,15,6,4,0,2,0,0,2.4,3.3,3,2.33,3.2,2.75,2,2,
Sheffield United,Southampton,1,1,2,12,9,5,7,13,17,8,1,1,4,0,0,1.9,3.6,3.75,1.9,3.34,3.59,1,1,
Watford,Blackpool,0,1,0,12,3,4,2,11,10,10,11,1,0,0,0,1.61,3.75,5.5,1.58,3.54,5.28,2,2,
West Brom,QPR,0,3,1,20,9,14,7,6,13,12,3,0,2,0,0,1.45,4.33,7,1.45,3.92,6.33,0,0,
Barnsley,Bristol City,2,0,0,20,6,11,2,10,10,4,9,2,2,0,0,2.6,3.25,2.8,2.41,3.19,2.65,0,0,
Burnley,Ipswich,1,1,2,12,12,6,8,20,10,6,6,2,1,0,0,2.1,3.3,3.6,2.05,3.23,3.28,2,2,
Coventry,Blackpool,2,1,1,19,5,11,2,14,11,13,3,4,2,0,1,2,3.4,3.75,1.95,3.26,3.51,0,0,
Hull,Charlton,1,0,1,10,7,7,4,22,13,8,0,2,1,1,1,2.7,3.25,2.62,2.62,3.16,2.44,1,1,
Leicester,Wolves,2,0,0,9,9,3,4,3,8,5,5,0,0,0,0,2.4,3.25,2.9,2.4,3.19,2.65,2,2,
Norwich,Scunthorpe,2,0,0,14,10,5,2,13,14,13,6,1,1,0,0,2.25,3.25,3.3,2.11,3.19,3.15,2,2,
Plymouth,Crystal Palace,2,0,0,11,6,8,3,15,17,6,4,0,1,0,0,2.2,3.25,3.75,2.09,3.19,3.25,0,0,
Preston,Southampton,2,1,1,18,13,9,8,8,15,8,8,3,1,0,0,2.6,3.2,2.7,2.45,3.16,2.61,0,0,
Sheffield United,Cardiff,1,1,2,10,10,8,9,20,7,8,4,1,1,0,0,1.9,3.4,4,1.9,3.28,3.65,2,2,
Watford,Sheffield Weds,0,2,1,12,12,7,5,12,12,6,6,0,3,0,1,1.61,3.75,6.5,1.53,3.65,5.83,0,0,
Colchester,QPR,0,3,1,11,13,6,7,9,16,5,7,3,3,0,0,1.9,3.4,4.2,1.88,3.29,3.74,0,0,
West Brom,Stoke,1,0,1,23,7,19,5,7,13,8,6,1,4,0,0,1.75,3.5,5.25,1.7,3.41,4.45,2,2,
Blackpool,Plymouth,2,0,0,13,10,7,7,9,18,2,7,2,1,0,0,2.3,3.25,3.2,2.2,3.19,2.99,2,2,
Bristol City,Sheffield United,0,1,0,15,11,9,5,7,14,5,5,1,3,0,0,2.5,3.2,2.87,2.3,3.18,2.83,0,0,
Cardiff,Burnley,0,1,0,11,10,8,5,10,15,9,5,0,2,0,0,2.1,3.3,3.75,2.04,3.21,3.38,0,0,
Charlton,Barnsley,2,0,0,16,10,6,3,13,14,14,5,0,2,0,0,1.61,3.75,5.5,1.6,3.51,5.1,2,2,
Crystal Palace,Hull,2,0,0,9,8,7,4,16,7,9,9,0,1,0,0,2,3.3,3.75,1.99,3.25,3.43,2,2,
Ipswich,Preston,0,1,0,18,4,11,0,10,11,8,6,1,2,0,0,2,3.3,3.75,1.91,3.26,3.63,0,0,
Scunthorpe,Watford,2,1,1,9,16,4,11,8,10,7,5,3,3,0,1,3.1,3.25,2.3,2.86,3.21,2.26,1,1,
Sheffield Weds,Leicester,1,0,2,13,9,5,4,9,6,7,5,0,1,0,0,2.5,3.25,2.8,2.35,3.19,2.73,1,1,
Southampton,West Brom,0,2,1,18,11,9,3,14,13,7,5,1,2,0,0,2.5,3.25,2.8,2.48,3.19,2.58,0,0,
Stoke,Colchester,0,1,0,18,8,12,6,9,14,6,4,1,2,0,0,1.83,3.5,4.4,1.77,3.34,4.18,0,0,
Wolves,Coventry,2,0,0,7,15,4,10,18,15,11,5,2,4,0,0,1.9,3.4,4.2,1.85,3.33,3.84,0,0,
QPR,Norwich,2,0,0,16,5,9,3,10,11,12,5,1,3,0,0,2.37,3.4,2.87,2.27,3.24,2.82,0,0,
Barnsley,Burnley,1,0,1,14,14,8,8,4,16,10,8,0,1,0,0,2.3,3.3,3.1,2.18,3.25,2.99,2,2,
Blackpool,Crystal Palace,2,0,0,14,19,4,4,8,12,7,11,1,1,0,1,2.4,3.3,3.1,2.25,3.21,2.87,2,2,
Colchester,West Brom,2,2,2,7,9,5,6,10,7,3,9,1,1,0,0,3.2,3.25,2.3,2.91,3.2,2.24,0,0,
Norwich,Bristol City,2,0,0,17,18,8,8,13,4,11,2,0,1,0,0,2.6,3.25,2.7,2.48,3.19,2.58,1,1,
Plymouth,Coventry,0,1,0,14,7,7,5,21,19,6,3,3,1,0,0,2.25,3.25,3.2,2.18,3.2,3.01,0,0,
QPR,Ipswich,2,0,0,8,8,3,3,12,4,3,7,1,0,0,0,2.55,3.3,2.75,2.46,3.2,2.58,2,2,
Scunthorpe,Leicester,2,0,0,10,5,2,2,14,14,6,0,1,1,0,1,2.4,3.3,2.9,2.28,3.23,2.81,2,2,
Sheffield United,Preston,1,0,1,9,6,6,2,17,13,13,4,2,4,0,0,1.85,3.5,4.35,1.81,3.33,4.05,2,2,
Stoke,Sheffield Weds,2,2,2,9,15,5,7,14,11,2,4,3,1,0,0,1.66,3.75,5,1.64,3.49,4.74,1,1,
Watford,Hull,0,1,0,4,8,2,3,12,13,6,2,0,3,0,0,1.53,3.8,6.5,1.51,3.65,5.88,0,0,
Wolves,Charlton,2,0,0,5,10,3,3,9,12,3,8,1,1,0,0,2.4,3.3,2.9,2.33,3.21,2.75,0,0,
Southampton,Cardiff,0,1,0,3,13,1,4,14,7,1,6,1,2,0,0,2.1,3.5,3.6,2.03,3.29,3.3,0,0,
Hull,Barnsley,0,2,0,16,7,7,1,16,16,4,9,0,2,0,0,2.25,3.4,3.1,2.21,3.24,2.94,0,0,
Burnley,Norwich,0,2,0,12,13,7,7,14,9,12,6,2,1,0,0,1.75,3.5,5,1.72,3.38,4.43,0,0,
Charlton,Plymouth,1,1,2,18,9,11,8,19,15,6,3,6,4,0,0,1.72,3.5,5,1.69,3.4,4.56,1,1,
Coventry,Watford,1,0,2,11,15,4,7,14,20,3,6,2,2,0,0,2.95,3.3,2.5,2.78,3.21,2.33,1,1,
Crystal Palace,Stoke,2,0,0,11,12,4,3,16,15,7,4,2,2,0,0,2.2,3.3,3.25,2.15,3.2,3.06,1,1,
Ipswich,Colchester,1,0,1,12,7,4,1,11,14,7,11,2,1,0,0,1.9,3.6,3.75,1.89,3.34,3.63,0,0,
Leicester,Sheffield United,2,0,0,7,9,1,4,13,11,2,5,2,0,0,0,2.3,3.4,3.1,2.2,3.25,2.95,1,1,
Preston,QPR,2,0,0,8,10,0,0,16,20,8,5,2,5,0,0,1.83,3.6,4.35,1.78,3.34,4.11,2,2,
Sheffield Weds,Scunthorpe,1,1,2,10,5,2,2,9,18,5,3,0,3,0,0,2.1,3.4,3.45,2.04,3.25,3.29,1,1,
West Brom,Blackpool,2,1,1,16,15,6,3,9,9,3,10,1,1,0,0,1.6,3.8,6,1.56,3.58,5.48,0,0,
Bristol City,Southampton,0,2,0,4,14,2,6,10,7,1,7,2,0,0,1,2.2,3.4,3.2,2.16,3.24,3.03,0,0,
Cardiff,Wolves,0,2,1,11,8,7,5,10,14,4,5,0,0,0,0,2.45,3.3,2.9,2.34,3.2,2.73,1,1,
Bristol City,Stoke,0,1,0,15,9,10,5,12,18,3,3,0,2,0,0,2.2,3.4,3.4,2.08,3.23,3.24,0,0,
Burnley,Southampton,1,1,2,15,12,7,6,9,6,8,7,1,0,0,0,2.3,3.4,3.1,2.25,3.23,2.89,1,1,
Cardiff,Scunthorpe,0,1,0,19,9,10,6,13,14,8,6,0,2,0,0,1.8,3.6,4.33,1.79,3.36,4.03,2,2,
Charlton,QPR,2,0,0,15,15,10,10,13,21,12,5,2,0,0,0,1.53,4,6,1.51,3.73,5.75,1,1,
Coventry,Colchester,2,0,0,14,8,8,3,17,13,10,3,2,1,0,1,2,3.3,3.8,1.88,3.24,3.75,0,0,
Hull,Sheffield United,1,0,1,13,6,6,1,12,12,7,6,1,3,0,0,2.45,3.3,2.87,2.38,3.2,2.68,2,2,
Ipswich,Wolves,0,1,0,19,7,7,3,13,11,6,5,1,0,0,0,2.35,3.3,3.1,2.29,3.2,2.84,0,0,
Leicester,Barnsley,0,2,0,9,9,4,6,12,14,3,4,2,2,0,0,1.9,3.6,4,1.88,3.33,3.69,0,0,
Preston,Plymouth,0,1,0,8,9,4,3,9,14,7,6,1,0,0,0,2.4,3.3,2.95,2.29,3.2,2.81,0,0,
Sheffield Weds,Blackpool,1,0,1,9,6,4,3,9,12,11,5,1,2,0,0,2.2,3.3,3.5,2.1,3.2,3.21,0,0,
West Brom,Norwich,0,1,0,21,6,14,3,9,10,11,6,0,2,0,0,1.45,4.5,9,1.4,4.04,7.13,0,0,
Crystal Palace,Watford,1,0,1,14,9,4,2,13,14,7,5,1,1,0,0,3.1,3.4,2.3,2.95,3.24,2.21,1,1,
Barnsley,Preston,0,1,0,11,11,4,6,12,14,1,14,1,2,0,0,2.3,3.3,3.1,2.26,3.2,2.85,0,0,
Colchester,Leicester,2,1,1,10,8,4,3,10,12,4,6,1,1,0,0,2.4,3.3,3,2.32,3.2,2.73,2,2,
Plymouth,Sheffield Weds,2,0,0,13,10,4,6,14,8,5,3,1,2,0,0,1.83,3.4,4.5,1.78,3.29,4.15,1,1,
QPR,Hull,0,1,0,5,7,4,5,18,8,6,6,4,2,0,0,2.3,3.3,3.1,2.24,3.2,2.89,0,0,
Scunthorpe,Crystal Palace,2,0,0,12,6,7,3,12,20,10,6,2,3,0,0,2.2,3.4,3.35,2.1,3.24,3.11,2,2,
Sheffield United,Burnley,2,0,0,13,9,10,4,18,8,4,8,0,0,0,0,1.9,3.4,4.35,1.84,3.27,3.88,2,2,
Southampton,Charlton,2,0,0,12,14,6,4,17,19,3,6,2,5,0,1,2.25,3.4,3.2,2.17,3.23,2.99,1,1,
Stoke,Coventry,2,0,0,8,13,4,10,18,20,7,4,5,2,0,0,2.1,3.3,3.6,1.98,3.23,3.43,1,1,
Watford,West Brom,1,0,2,9,5,2,4,12,15,6,2,2,1,0,0,2.1,3.3,3.8,1.99,3.23,3.4,1,1,
Wolves,Bristol City,2,1,1,14,7,5,3,18,17,5,4,2,4,0,0,2.1,3.3,3.8,2,3.21,3.4,2,2,
Norwich,Ipswich,1,0,2,18,13,11,8,13,14,11,3,2,3,1,0,3.1,3.3,2.38,2.8,3.16,2.31,2,2,
Barnsley,Blackpool,0,1,0,8,20,6,14,10,12,7,9,0,1,0,1,2.25,3.4,3.6,2.09,3.24,3.14,0,0,
Bristol City,Charlton,2,0,0,9,14,5,8,12,15,4,5,3,1,0,0,2.3,3.3,3.1,2.19,3.18,2.99,1,1,
Burnley,Hull,2,0,0,12,15,4,8,8,10,1,6,0,1,1,0,2.1,3.3,3.6,1.95,3.26,3.48,1,1,
Cardiff,Crystal Palace,2,1,1,10,8,6,6,14,18,5,6,1,3,0,0,1.9,3.5,4.5,1.84,3.28,3.88,2,2,
Colchester,Plymouth,2,0,0,4,9,1,3,6,10,7,7,1,0,0,0,2.62,3.3,2.62,2.43,3.19,2.59,2,2,
Norwich,Watford,1,0,2,3,10,1,4,17,16,2,9,3,1,0,0,4.2,3.5,1.85,3.9,3.33,1.81,1,1,
Preston,Leicester,0,1,0,9,12,5,11,14,16,5,2,1,1,0,0,2.3,3.25,3.2,2.22,3.17,2.94,2,2,
QPR,Coventry,2,0,0,4,8,3,4,10,9,6,6,0,0,0,0,2.5,3.3,2.8,2.36,3.2,2.67,1,1,
Scunthorpe,Stoke,2,1,1,13,14,8,7,10,19,11,2,1,2,0,0,2.5,3.3,3,2.3,3.2,2.75,1,1,
Sheffield United,Ipswich,0,1,0,10,8,4,5,13,13,3,5,1,3,0,0,2.2,3.3,3.25,2.16,3.2,3.04,0,0,
Southampton,Wolves,2,0,0,8,7,4,3,11,10,8,8,0,1,0,0,2.25,3.25,3.2,2.22,3.19,2.94,2,2,
West Brom,Sheffield Weds,2,0,0,21,7,12,4,8,9,14,3,1,0,0,0,1.55,3.8,7.5,1.49,3.63,6.36,2,2,
Blackpool,Scunthorpe,2,0,0,13,11,9,5,12,12,8,4,2,0,0,0,2.3,3.25,3.2,2.23,3.2,2.89,0,0,
Charlton,Cardiff,0,2,0,14,17,7,10,14,14,5,7,1,3,0,0,1.8,3.5,4.5,1.76,3.35,4.18,0,0,
Crystal Palace,QPR,1,0,1,12,6,4,6,10,15,5,8,0,1,0,0,2.1,3.4,3.4,2.06,3.23,3.2,2,2,
Hull,Preston,0,2,0,11,8,7,4,16,11,4,3,1,1,0,0,2.1,3.3,3.5,2.05,3.22,3.24,0,0,
Ipswich,Bristol City,0,2,0,17,8,12,4,9,6,3,1,0,1,0,1,2.1,3.3,3.5,2.04,3.23,3.28,0,0,
Leicester,Burnley,1,0,1,13,9,6,4,11,24,4,7,1,5,0,0,1.91,3.4,4,1.9,3.25,3.65,1,1,
Plymouth,Norwich,0,1,0,16,8,9,2,9,15,8,8,1,3,0,0,1.75,3.5,5,1.69,3.4,4.46,0,0,
Sheffield Weds,Southampton,0,1,0,12,14,7,3,8,10,5,3,0,1,0,0,2.4,3.4,2.8,2.37,3.2,2.66,0,0,
Stoke,Sheffield United,1,0,1,14,7,10,4,11,18,11,4,0,2,0,0,2.2,3.3,3.25,2.15,3.18,3.07,1,1,
Watford,Colchester,2,1,1,14,6,4,5,6,3,9,5,0,1,0,0,1.45,4.33,7.5,1.44,3.88,6.48,2,2,
Wolves,Barnsley,0,1,0,15,6,8,3,13,12,10,7,1,0,0,0,1.67,3.5,5.5,1.63,3.46,4.81,0,0,
Coventry,West Brom,2,0,0,7,17,1,13,13,11,6,11,0,3,1,0,2.62,3.3,2.62,2.59,3.18,2.44,1,1,
Barnsley,Watford,2,2,2,13,12,7,6,11,9,6,10,2,2,0,0,3.6,3.25,2.1,3.28,3.2,2.04,0,0,
Bristol City,Leicester,1,0,1,16,10,9,9,17,22,3,4,3,1,0,1,2,3.3,3.8,1.92,3.22,3.61,1,1,
Burnley,Stoke,2,0,0,17,4,9,2,14,17,6,4,2,2,0,0,2.25,3.25,3.2,2.21,3.14,3,2,2,
Cardiff,Ipswich,0,1,0,6,6,3,3,8,15,10,2,2,4,0,0,2.5,3.3,2.75,2.43,3.14,2.64,0,0,
Colchester,Crystal Palace,1,0,1,10,10,3,6,6,15,7,6,1,3,1,0,2.15,3.3,3.5,2.11,3.18,3.16,1,1,
Norwich,Coventry,0,1,0,12,12,7,5,19,12,3,7,1,0,0,0,2.65,3.3,2.62,2.57,3.19,2.46,0,0,
Preston,Charlton,1,0,1,11,14,7,9,10,10,11,4,1,1,0,0,2.9,3.3,2.4,2.78,3.17,2.31,1,1,
QPR,Sheffield Weds,2,0,0,20,9,9,5,11,14,10,11,1,1,0,0,2.3,3.3,3.25,2.25,3.18,2.88,2,2,
Scunthorpe,Hull,1,1,2,14,12,9,7,18,13,11,6,1,3,0,0,2.37,3.3,2.9,2.28,3.19,2.79,1,1,
Sheffield United,Plymouth,1,0,1,6,9,1,5,6,11,6,3,1,0,0,0,1.85,3.5,4.35,1.79,3.29,4.13,1,1,
Southampton,Blackpool,0,1,0,9,6,5,1,23,12,4,3,0,0,0,0,1.85,3.5,4.5,1.81,3.26,4.06,0,0,
West Brom,Wolves,2,0,0,10,8,4,1,11,15,7,4,1,1,0,0,1.91,3.3,4.3,1.87,3.19,3.9,2,2,
Leicester,Cardiff,2,0,0,13,8,5,4,15,9,8,4,3,0,0,0,2,3.3,3.75,1.93,3.26,3.52,2,2,
Blackpool,Norwich,2,1,1,15,10,7,8,8,11,8,7,0,3,0,0,2.1,3.3,3.5,1.99,3.25,3.35,1,1,
Charlton,Sheffield United,1,0,1,16,5,8,4,7,20,3,7,1,0,0,0,1.9,3.3,4.5,1.82,3.27,3.99,1,1,
Coventry,Scunthorpe,2,0,0,25,7,10,5,12,12,8,1,1,2,0,2,1.83,3.5,4.33,1.8,3.33,4,2,2,
Crystal Palace,Preston,0,2,1,8,4,6,3,8,11,9,5,1,3,0,0,2.2,3.25,3.4,2.05,3.22,3.28,0,0,
Hull,Bristol City,2,0,0,18,6,7,3,11,8,7,6,0,1,0,1,2.1,3.3,3.75,2.02,3.23,3.31,2,2,
Ipswich,Southampton,0,1,0,13,7,4,2,16,15,9,4,1,1,0,0,1.9,3.4,4.2,1.85,3.28,3.81,0,0,
Sheffield Weds,Barnsley,2,0,0,9,9,5,4,4,6,7,5,1,1,0,0,2.2,3.3,3.5,2.12,3.16,3.14,0,0,
Stoke,QPR,0,2,0,6,5,4,3,4,12,9,5,1,0,0,1,1.9,3.5,4.2,1.81,3.32,3.94,0,0,
Watford,Burnley,2,0,0,12,6,1,2,11,16,9,5,0,1,0,0,1.6,3.8,6.5,1.53,3.62,5.6,1,1,
Plymouth,West Brom,1,0,2,6,11,4,7,15,16,3,3,2,1,0,0,2.75,3.3,2.5,2.61,3.16,2.42,1,1,
Wolves,Colchester,0,1,0,10,10,4,5,12,4,8,5,0,0,0,0,1.66,3.55,5.5,1.59,3.45,5.32,0,0,
Blackpool,QPR,2,0,0,18,6,10,4,8,17,7,4,0,2,0,0,2.3,3.25,3.2,2.19,3.2,2.96,0,0,
Charlton,Burnley,1,1,2,17,9,13,3,19,15,6,3,3,2,0,0,1.8,3.4,5,1.7,3.33,4.62,1,1,
Coventry,Sheffield United,2,0,0,7,11,5,8,14,10,5,7,2,1,0,0,2.4,3.3,2.87,2.31,3.19,2.77,1,1,
Crystal Palace,West Brom,2,1,1,10,8,8,1,12,12,4,5,1,1,0,0,2.9,3.3,2.4,2.79,3.2,2.29,2,2,
Hull,Cardiff,0,2,1,13,17,7,10,12,9,4,9,2,1,0,0,2,3.3,3.75,1.94,3.26,3.49,2,2,
Ipswich,Barnsley,2,0,0,14,13,10,8,2,15,8,6,0,3,0,0,1.7,3.75,5.5,1.62,3.48,4.9,2,2,
Leicester,Southampton,2,1,1,14,3,4,3,13,18,4,3,0,0,0,0,2.1,3.25,3.5,2.04,3.2,3.29,1,1,
Plymouth,Scunthorpe,2,0,0,9,8,7,1,18,11,4,6,2,1,0,0,1.75,3.5,5.5,1.67,3.39,4.72,0,0,
Sheffield Weds,Colchester,1,1,2,8,11,4,6,6,7,8,10,1,1,0,0,1.83,3.4,4.5,1.79,3.32,4.05,1,1,
Stoke,Norwich,1,0,1,12,7,5,3,13,14,8,4,4,3,0,0,1.83,3.5,4.5,1.76,3.34,4.21,0,0,
Watford,Bristol City,2,0,0,15,8,6,4,10,13,1,8,2,1,0,0,1.7,3.75,5.5,1.64,3.47,4.77,1,1,
Wolves,Preston,2,0,0,8,14,2,4,13,7,7,8,0,1,0,0,1.65,3.75,5.5,1.62,3.43,5.07,0,0,
Scunthorpe,Blackpool,0,1,0,13,11,5,4,12,8,4,8,1,0,1,0,2.4,3.3,3.2,2.21,3.21,2.98,2,2,
Barnsley,Wolves,2,0,0,19,6,11,2,13,12,10,3,0,3,0,0,2.7,3.25,2.62,2.59,3.18,2.44,0,0,
Bristol City,Ipswich,0,2,0,6,13,3,9,9,5,3,7,1,2,0,0,2.37,3.3,2.9,2.27,3.21,2.8,0,0,
Burnley,Leicester,0,1,0,19,10,11,5,13,12,8,4,0,0,0,0,2,3.3,3.8,1.95,3.23,3.51,2,2,
Cardiff,Charlton,1,0,1,9,7,2,2,16,13,3,5,1,1,0,0,2.6,3.3,2.8,2.5,3.17,2.56,1,1,
Colchester,Watford,2,2,2,9,16,3,6,17,12,5,6,3,4,0,0,3.1,3.4,2.25,2.98,3.23,2.17,1,1,
Norwich,Plymouth,0,1,0,8,15,4,7,13,14,0,7,1,4,0,0,2.75,3.25,2.62,2.61,3.17,2.42,0,0,
Preston,Hull,2,0,0,10,6,6,3,15,16,4,6,0,1,0,0,2.5,3.25,2.8,2.38,3.19,2.65,0,0,
QPR,Crystal Palace,0,1,0,6,8,3,5,17,13,4,5,3,1,0,0,2.5,3.25,2.85,2.32,3.19,2.76,1,1,
Sheffield United,Stoke,1,0,3,9,10,3,7,15,9,7,2,1,1,0,0,1.9,3.5,4.35,1.84,3.29,3.91,1,1,
Southampton,Sheffield Weds,2,0,0,11,11,6,5,18,16,10,3,0,1,0,0,2,3.3,3.8,1.94,3.25,3.51,2,2,
West Brom,Coventry,1,0,2,14,11,10,9,11,18,9,1,3,1,1,0,1.55,4,6.5,1.54,3.56,5.72,1,1,
Barnsley,Crystal Palace,2,0,0,12,10,4,7,18,13,6,10,2,1,0,0,2.2,3.3,3.3,2.13,3.22,3.07,2,2,
Cardiff,Colchester,1,0,1,13,4,8,3,5,6,11,2,0,2,0,0,2,3.3,3.75,1.93,3.22,3.57,0,0,
Charlton,Ipswich,0,3,0,15,11,9,6,14,10,5,4,2,3,1,0,1.9,3.6,4,1.86,3.29,3.77,0,0,
Leicester,West Brom,1,0,1,9,10,7,4,15,16,3,9,0,1,0,0,2.85,3.3,2.6,2.66,3.21,2.38,1,1,
Norwich,Sheffield United,0,1,0,9,11,5,4,11,9,7,9,2,3,0,0,2.8,3.3,2.5,2.7,3.19,2.36,0,0,
Plymouth,Bristol City,0,1,0,10,17,6,9,21,7,7,13,2,0,0,0,2.25,3.25,3.25,2.18,3.16,3.04,2,2,
Preston,Blackpool,2,0,0,13,4,7,3,13,10,8,3,4,2,0,0,2.1,3.3,3.5,2.08,3.17,3.25,1,1,
Scunthorpe,QPR,1,1,2,18,9,11,7,11,23,12,1,1,3,0,0,2.25,3.3,3.5,2.09,3.21,3.18,2,2,
Southampton,Hull,0,1,0,20,10,13,5,9,15,7,4,1,2,0,0,2,3.3,3.75,1.97,3.23,3.44,0,0,
